United States, Live births by calendar year, age and birth order (Lexis squares, age in completed years (ACY))
Last modified: 07/04/2021
Year    Age        Total          B1          B2          B3          B4         B5p
2012     30    236700.00    80305.26    79362.84    44435.19    19628.97    12967.75
2012     31    225582.00    71565.23    77128.43    43251.96    19907.19    13729.20
2012     32    207568.00    60462.09    72360.41    41585.33    19157.07    14003.10
2012     33    182531.00    48663.34    63733.15    38465.39    17962.98    13706.13
2012     34    161035.00    40268.04    55846.40    35121.14    16693.54    13105.88
2012     35    138905.00    33231.82    46658.38    31000.08    15249.33    12765.39
2012     36    112927.00    25861.72    37004.90    25362.30    12959.00    11739.07
2012     37     92268.00    20486.24    29577.83    21074.32    10851.81    10277.80
2012     38     71833.00    15592.09    22506.61    16152.97     8695.67     8885.65
2012     39     56385.00    12263.25    17099.95    12346.73     7102.69     7572.38
2012     40     42150.00     9364.21    12483.94     8909.77     5350.69     6041.40
2012     41     30303.00     6667.37     8679.85     6375.56     3786.49     4793.75
2012     42     19306.00     4350.59     5251.09     3917.95     2465.07     3321.30
2012     43     11420.00     2519.46     3066.38     2234.94     1455.77     2143.45
2012     44      6400.00     1491.96     1608.82     1212.91      819.01     1267.31
2012     45      3405.00      855.28      849.24      559.10      412.02      729.35
2012     46      1874.00      524.47      465.97      290.48      240.05      353.02
2012     47      1004.00      298.08      264.84      147.02      105.74      188.32
2012     48       539.00      174.62      152.42       76.71       52.48       82.77
2012     49       335.00      115.03       89.80       58.52       31.28       40.36
2012     50       296.75       83.01       77.44       46.80       35.86       53.64
2012     51       185.28       50.03       49.25       28.40       23.58       34.03
2012     52        80.67       23.68       22.91       12.77        9.57       11.73
2012     53        29.77        9.65        8.95        4.87        3.13        3.17
2012     54         7.53        2.59        2.33        1.25        0.72        0.63
2012     55+        0.00        0.00        0.00        0.00        0.00        0.00
2013     12-       71.00       71.00        0.00        0.00        0.00        0.00
2013     13       459.00      457.99        1.01        0.00        0.00        0.00
2013     14      2568.00     2514.82       50.17        2.00        1.00        0.00
2013     15      9424.00     9184.08      217.83       14.06        5.02        3.01
2013     16     22534.00    21341.19     1117.57       67.22        8.03        0.00
2013     17     42862.00    38570.58     3938.99      324.31       18.07       10.04
2013     18     76140.00    63667.78    11070.12     1262.49      115.50       24.10
2013     19    122145.00    93582.14    24109.48     3889.04      491.03       73.31
2013     20    150958.00   101183.40    39261.21     8844.02     1398.17      271.19
2013     21    167180.00    95591.44    52185.09    15313.56     3326.20      763.72
2013     22    185108.00    91753.10    63326.90    22498.39     5892.65     1636.96
2013     23    193777.00    85623.19    68228.88    28690.78     8509.27     2724.90
2013     24    199722.00    81468.79    69849.49    33315.30    10950.01     4138.41
2013     25    207664.00    81810.20    70270.85    36803.14    13094.54     5685.29
2013     26    214858.00    82569.96    71235.73    38946.67    14867.08     7238.55
2013     27    226998.00    85797.97    74437.68    41127.33    16840.52     8794.48
2013     28    234319.00    86630.47    76974.49    42644.47    17928.23    10141.34
2013     29    236938.00    84703.51    78156.71    43682.11    18885.06    11510.62
2013     30    236805.00    81154.26    78796.36    44248.61    19761.38    12844.39
2013     31    230819.00    73457.30    78992.37    44292.65    20183.73    13892.95
2013     32    212219.00    62562.12    74075.04    42263.59    19279.94    14038.31
2013     33    190754.00    51414.54    66389.01    40134.20    18639.48    14176.78
2013     34    166330.00    41797.22    57488.26    36232.02    17248.08    13564.41
2013     35    142805.00    34047.87    48344.65    31734.55    15626.70    13051.21
2013     36    117869.00    27311.36    38789.32    26590.98    13065.41    12111.93
2013     37     93124.00    20597.63    29566.31    21049.88    11104.33    10805.84
2013     38     73720.00    15900.24    22791.00    16602.78     9077.80     9348.17
2013     39     56355.00    11945.90    17220.23    12467.60     7019.37     7701.91
2013     40     41654.00     8889.00    12340.80     8851.79     5241.07     6331.33
2013     41     29648.00     6588.45     8464.39     6070.42     3786.10     4738.65
2013     42     19785.00     4503.49     5431.75     3975.50     2507.19     3367.06
2013     43     11912.00     2816.13     3042.34     2318.46     1448.79     2286.29
2013     44      6485.00     1481.22     1719.54     1235.86      764.25     1284.13
2013     45      3688.00      945.18      937.12      586.45      409.11      810.15
2013     46      1881.00      567.52      495.95      296.36      166.32      354.83
2013     47       965.00      312.24      256.66      153.59       76.80      165.72
2013     48       580.00      201.38      161.11       82.57       48.34       86.60
2013     49       381.00      139.00      103.00       59.00       32.00       48.00
2013     50       341.30      111.96       80.48       45.72       37.14       65.99
2013     51       206.56       66.79       48.08       27.00       24.02       40.67
2013     52        89.34       30.65       22.55       12.47        9.91       13.76
2013     53        31.87       11.60        8.76        4.78        3.20        3.54
2013     54         7.92        2.98        2.29        1.24        0.73        0.70
2013     55+        0.00        0.00        0.00        0.00        0.00        0.00
2014     12-       82.00       81.00        0.00        1.00        0.00        0.00
2014     13       383.00      381.99        1.00        0.00        0.00        0.00
2014     14      2304.00     2275.93       26.06        1.00        1.01        0.00
2014     15      8085.00     7839.91      232.03       11.04        1.00        1.00
2014     16     20158.00    19049.82     1025.87       60.23       14.05        8.03
2014     17     38548.00    34657.75     3581.96      274.15       19.08       15.06
2014     18     69374.00    57997.11    10166.79     1066.49      122.51       21.09
2014     19    112913.00    87095.25    21911.94     3455.76      372.70       77.36
2014     20    143204.00    96272.94    37194.33     8191.15     1276.26      269.32
2014     21    160815.00    92530.81    50107.76    14386.82     3026.06      763.55
2014     22    181129.00    89882.31    62305.35    21893.38     5565.03     1482.93
2014     23    193271.00    85308.13    68281.66    28545.20     8430.87     2705.14
2014     24    204148.00    83641.66    71635.15    33692.21    11144.32     4034.66
2014     25    212005.00    82883.01    72358.45    37447.06    13572.80     5743.69
2014     26    219988.00    84094.65    73304.21    39962.19    15382.75     7244.20
2014     27    228580.00    86448.88    74841.29    41961.17    16755.12     8573.53
2014     28    239826.00    89223.89    78134.47    43650.05    18494.08    10323.51
2014     29    244993.00    88268.44    80490.66    45185.09    19230.36    11818.45
2014     30    241074.00    83567.52    80273.91    45016.07    19538.55    12677.95
2014     31    238920.00    77221.87    81191.68    45643.26    20804.57    14058.61
2014     32    222959.00    66812.73    77171.08    44022.52    20354.89    14597.79
2014     33    199920.00    54849.94    69739.58    41185.18    19235.56    14909.75
2014     34    178185.00    45573.79    61568.05    38138.69    18243.40    14661.08
2014     35    151303.00    36520.65    51196.47    33298.13    16357.98    13929.77
2014     36    123849.00    28444.05    40723.40    27623.76    14183.33    12874.47
2014     37     98576.00    21767.06    31851.44    21979.16    11754.05    11224.30
2014     38     75810.00    16274.96    23832.52    16824.20     9204.27     9674.04
2014     39     59210.00    12594.53    17953.40    12977.74     7386.54     8297.79
2014     40     42276.00     8989.33    12226.09     9223.61     5415.72     6421.24
2014     41     28977.00     6321.04     8130.22     6055.41     3646.53     4823.80
